data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
01/01/2021;18,82;não;22,0;não;25,17;não;26,67;não;;;61,02;não;84,7;não;;;;;;;;;;;
31/12/2020;19,66;não;25,11;não;30,55;não;2,29;não;;;40,75;não;82,3;não;;;;;;;;;;;
30/12/2020;18,82;não;24,2;não;29,57;não;1,78;não;;;47,43;não;85,3;não;;;;;;;;;;;
29/12/2020;18,95;não;23,61;não;28,26;não;19,3;não;;;51,3;não;85,4;não;;;;;;;;;;;
28/12/2020;18,15;não;22,1;não;26,05;não;6,86;não;;;62,03;não;84,8;não;;;;;;;;;;;
27/12/2020;18,63;não;24,74;não;30,84;não;9,91;não;;;38,04;não;84,4;não;;;;;;;;;;;
26/12/2020;17,35;não;23,65;não;29,94;não;0,0;não;;;42,27;não;80,3;não;;;;;;;;;;;
25/12/2020;17,29;não;23,62;não;29,94;não;0,0;não;;;44,44;não;76,38;não;;;;;;;;;;;
24/12/2020;18,44;não;23,99;não;29,53;não;0,0;não;;;48,25;não;75,67;não;;;;;;;;;;;
23/12/2020;18,07;não;24,61;não;31,14;não;0,0;não;;;50,45;não;79,65;não;;;;;;;;;;;
22/12/2020;20,94;não;27,14;não;33,34;não;4,83;não;;;38,03;não;83,7;não;;;;;;;;;;;
21/12/2020;19,91;não;25,86;não;31,8;não;1,78;não;;;37,06;não;82,7;não;;;;;;;;;;;
20/12/2020;20,58;não;26,84;não;33,09;não;5,59;não;;;37,25;não;82,4;não;;;;;;;;;;;
19/12/2020;19,37;não;25,91;não;32,44;não;0,0;não;;;37,97;não;82,7;não;;;;;;;;;;;
18/12/2020;19,08;não;25,43;não;31,78;não;2,03;não;;;36,22;não;84,7;não;;;;;;;;;;;
17/12/2020;19,58;não;25,64;não;31,7;não;0,51;não;;;41,21;não;84,2;não;;;;;;;;;;;
16/12/2020;18,71;não;24,5;não;30,28;não;4,32;não;;;47,81;não;84,0;não;;;;;;;;;;;
15/12/2020;20,51;não;25,2;não;29,89;não;4,32;não;;;48,37;não;84,6;não;;;;;;;;;;;
14/12/2020;18,83;não;24,56;não;30,29;não;18,03;não;;;46,81;não;85,1;não;;;;;;;;;;;
13/12/2020;19,64;não;23,49;não;27,34;não;25,91;não;;;57,54;não;84,9;não;;;;;;;;;;;
12/12/2020;19,53;não;23,74;não;27,94;não;1,27;não;;;42,86;não;83,2;não;;;;;;;;;;;
11/12/2020;19,2;não;25,19;não;31,18;não;0,0;não;;;33,99;não;79,98;não;;;;;;;;;;;
10/12/2020;18,31;não;25,0;não;31,69;não;0,0;não;;;35,71;não;82,4;não;;;;;;;;;;;
09/12/2020;17,95;não;24,01;não;30,07;não;0,51;não;;;45,24;não;85,1;não;;;;;;;;;;;
08/12/2020;18,88;não;23,9;não;28,92;não;37,34;não;;;50,64;não;85,2;não;;;;;;;;;;;
07/12/2020;19,73;não;24,53;não;29,33;não;7,11;não;;;49,73;não;84,3;não;;;;;;;;;;;
06/12/2020;19,62;não;25,6;não;31,57;não;2,79;não;;;40,57;não;81,7;não;;;;;;;;;;;
05/12/2020;20,83;não;26,66;não;32,48;não;0,0;não;;;32,81;não;78,36;não;;;;;;;;;;;
04/12/2020;19,46;não;26,07;não;32,68;não;4,06;não;;;33,99;não;84,9;não;;;;;;;;;;;
03/12/2020;18,74;não;24,56;não;30,37;não;0,0;não;;;38,99;não;82,8;não;;;;;;;;;;;
02/12/2020;20,26;não;26,23;não;32,2;não;0,25;não;;;35,71;não;82,3;não;;;;;;;;;;;
01/12/2020;19,57;não;26,07;não;32,56;não;7,62;não;;;32,06;não;83,9;não;;;;;;;;;;;
30/11/2020;20,76;não;27,06;não;33,36;não;0,0;não;;;27,56;não;75,32;não;;;;;;;;;;;
29/11/2020;20,58;não;27,37;não;34,16;não;0,0;não;;;25,35;não;71,21;não;;;;;;;;;;;
28/11/2020;19,47;não;26,74;não;34,01;não;0,0;não;;;26,78;não;77,65;não;;;;;;;;;;;
27/11/2020;18,93;não;25,89;não;32,85;não;0,0;não;;;28,86;não;75,39;não;;;;;;;;;;;
26/11/2020;19,62;não;26,69;não;33,76;não;0,0;não;;;22,2;não;72,42;não;;;;;;;;;;;
25/11/2020;17,88;não;25,23;não;32,58;não;0,0;não;;;21,09;não;79,28;não;;;;;;;;;;;
24/11/2020;17,74;não;24,29;não;30,83;não;0,0;não;;;27,83;não;77,8;não;;;;;;;;;;;
23/11/2020;16,38;não;23,42;não;30,45;não;0,0;não;;;25,43;não;77,76;não;;;;;;;;;;;
22/11/2020;15,76;não;22,96;não;30,16;não;0,0;não;;;20,24;não;79,22;não;;;;;;;;;;;
21/11/2020;13,79;não;20,61;não;27,43;não;0,0;não;;;33,42;não;78,89;não;;;;;;;;;;;
20/11/2020;13,49;não;19,85;não;26,21;não;0,51;não;;;53,95;não;84,6;não;;;;;;;;;;;
19/11/2020;16,73;não;23,05;não;29,37;não;37,59;não;;;45,09;não;88,8;não;;;;;;;;;;;
18/11/2020;18,25;não;24,69;não;31,12;não;9,65;não;;;46,74;não;84,0;não;;;;;;;;;;;
17/11/2020;20,73;não;25,14;não;29,54;não;1,27;não;;;45,36;não;82,2;não;;;;;;;;;;;
16/11/2020;20,8;não;27,4;não;34,0;não;0,0;não;;;26,87;não;78,35;não;;;;;;;;;;;
15/11/2020;19,64;não;25,41;não;31,18;não;1,78;não;;;37,2;não;82,7;não;;;;;;;;;;;
14/11/2020;18,32;não;24,86;não;31,39;não;0,25;não;;;38,73;não;82,8;não;;;;;;;;;;;
13/11/2020;18,91;não;24,56;não;30,2;não;0,0;não;;;40,11;não;84,3;não;;;;;;;;;;;
12/11/2020;18,57;não;24,41;não;30,25;não;7,87;não;;;40,62;não;84,7;não;;;;;;;;;;;
11/11/2020;18,53;não;24,08;não;29,62;não;12,95;não;;;42,91;não;84,2;não;;;;;;;;;;;
10/11/2020;19,25;não;27,71;não;36,17;não;26,67;não;;;18,96;não;84,3;não;;;;;;;;;;;
09/11/2020;18,16;não;26,72;não;35,27;não;0,0;não;;;9,34;não;63,12;não;;;;;;;;;;;
08/11/2020;15,33;não;24,11;não;32,88;não;0,0;não;;;15,02;não;75,59;não;;;;;;;;;;;
07/11/2020;14,15;não;22,11;não;30,07;não;0,0;não;;;15,13;não;78,0;não;;;;;;;;;;;
06/11/2020;13,95;não;21,61;não;29,27;não;0,0;não;;;19,69;não;77,62;não;;;;;;;;;;;
05/11/2020;14,11;não;21,62;não;29,12;não;1,02;não;;;19,47;não;79,74;não;;;;;;;;;;;
04/11/2020;12,25;não;20,08;não;27,9;não;0,0;não;;;28,02;não;81,9;não;;;;;;;;;;;
03/11/2020;12,45;não;19,48;não;26,5;não;0,0;não;;;23,53;não;73,96;não;;;;;;;;;;;
02/11/2020;10,91;não;17,53;não;24,14;não;0,0;não;;;42,44;não;79,25;não;;;;;;;;;;;
01/11/2020;14,06;não;20,22;não;26,38;não;0,0;não;;;44,36;não;76,07;não;;;;;;;;;;;
31/10/2020;16,24;não;18,77;não;21,29;não;3,81;não;;;69,28;não;82,4;não;;;;;;;;;;;
30/10/2020;19,0;não;27,35;não;35,69;não;12,7;não;;;16,09;não;82,8;não;;;;;;;;;;;
29/10/2020;17,45;não;25,93;não;34,4;não;0,0;não;;;12,01;não;57,03;não;;;;;;;;;;;
28/10/2020;18,77;não;25,92;não;33,06;não;0,0;não;;;23,8;não;68,46;não;;;;;;;;;;;
27/10/2020;18,39;não;24,62;não;30,85;não;0,0;não;;;27,64;não;78,94;não;;;;;;;;;;;
26/10/2020;15,24;não;23,02;não;30,8;não;0,0;não;;;34,78;não;83,4;não;;;;;;;;;;;
25/10/2020;17,98;não;22,38;não;26,77;não;0,51;não;;;50,32;não;80,0;não;;;;;;;;;;;
24/10/2020;18,71;não;26,01;não;33,31;não;11,68;não;;;24,63;não;81,9;não;;;;;;;;;;;
23/10/2020;17,34;não;24,77;não;32,19;não;0,0;não;;;27,93;não;74,88;não;;;;;;;;;;;
22/10/2020;17,84;não;24,96;não;32,07;não;0,25;não;;;26,72;não;78,04;não;;;;;;;;;;;
21/10/2020;17,64;não;22,91;não;28,18;não;3,56;não;;;42,31;não;84,6;não;;;;;;;;;;;
20/10/2020;18,26;não;23,92;não;29,57;não;0,0;não;;;36,94;não;79,99;não;;;;;;;;;;;
19/10/2020;17,76;não;24,3;não;30,83;não;0,0;não;;;32,75;não;76,98;não;;;;;;;;;;;
18/10/2020;15,73;não;21,75;não;27,76;não;0,0;não;;;39,26;não;78,71;não;;;;;;;;;;;
17/10/2020;14,53;não;17,66;não;20,78;não;0,25;não;;;61,56;não;79,18;não;;;;;;;;;;;
16/10/2020;15,7;não;18,1;não;20,5;não;7,62;não;;;68,07;não;83,5;não;;;;;;;;;;;
15/10/2020;19,62;não;27,53;não;35,43;não;0,0;não;;;21,25;não;69,37;não;;;;;;;;;;;
14/10/2020;20,58;não;27,64;não;34,69;não;0,0;não;;;18,0;não;65,77;não;;;;;;;;;;;
13/10/2020;16,87;não;24,52;não;32,17;não;0,0;não;;;11,14;não;77,59;não;;;;;;;;;;;
12/10/2020;14,26;não;22,08;não;29,9;não;0,0;não;;;15,85;não;76,48;não;;;;;;;;;;;
11/10/2020;13,15;não;20,16;não;27,16;não;0,0;não;;;32,05;não;80,0;não;;;;;;;;;;;
10/10/2020;16,07;não;19,7;não;23,33;não;1,52;não;;;61,17;não;82,8;não;;;;;;;;;;;
09/10/2020;18,9;não;24,5;não;30,09;não;2,29;não;;;36,21;não;83,4;não;;;;;;;;;;;
08/10/2020;21,55;não;30,48;não;39,4;não;0,0;não;;;11,63;não;70,68;não;;;;;;;;;;;
07/10/2020;22,81;não;30,77;não;38,72;não;0,0;não;;;14,55;não;58,33;não;;;;;;;;;;;
06/10/2020;21,47;não;29,75;não;38,03;não;0,0;não;;;13,64;não;70,69;não;;;;;;;;;;;
05/10/2020;19,14;não;26,55;não;33,95;não;0,0;não;;;31,74;não;77,32;não;;;;;;;;;;;
04/10/2020;21,47;não;26,65;não;31,82;não;0,0;não;;;37,82;não;72,5;não;;;;;;;;;;;
03/10/2020;23,51;não;30,99;não;38,47;não;0,0;não;;;14,47;não;54,14;não;;;;;;;;;;;
02/10/2020;23,95;não;31,12;não;38,28;não;0,0;não;;;14,21;não;56,65;não;;;;;;;;;;;
01/10/2020;22,25;não;30,35;não;38,44;não;0,0;não;;;12,38;não;65,38;não;;;;;;;;;;;
30/09/2020;20,39;não;26,58;não;32,76;não;0,0;não;;;34,44;não;75,98;não;;;;;;;;;;;
29/09/2020;20,04;não;28,2;não;36,36;não;1,02;não;;;16,27;não;72,25;não;;;;;;;;;;;
28/09/2020;20,43;não;28,5;não;36,57;não;0,0;não;;;11,91;não;60,51;não;;;;;;;;;;;
27/09/2020;18,01;não;26,29;não;34,57;não;0,0;não;;;16,18;não;64,9;não;;;;;;;;;;;
26/09/2020;18,05;não;24,57;não;31,09;não;0,0;não;;;23,87;não;74,61;não;;;;;;;;;;;
25/09/2020;16,29;não;23,16;não;30,02;não;0,0;não;;;21,31;não;79,44;não;;;;;;;;;;;
24/09/2020;14,51;não;20,94;não;27,37;não;0,0;não;;;41,26;não;81,7;não;;;;;;;;;;;
23/09/2020;14,98;não;18,24;não;21,49;não;0,0;não;;;55,77;não;79,05;não;;;;;;;;;;;
22/09/2020;14,2;não;19,08;não;23,96;não;21,59;não;;;50,21;não;83,6;não;;;;;;;;;;;
21/09/2020;16,81;não;20,41;não;24,01;não;0,0;não;;;54,36;não;77,3;não;;;;;;;;;;;
20/09/2020;18,36;não;25,66;não;32,96;não;0,0;não;;;22,9;não;77,83;não;;;;;;;;;;;
19/09/2020;17,07;não;23,89;não;30,7;não;0,0;não;;;26,87;não;73,35;não;;;;;;;;;;;
18/09/2020;19,14;não;27,37;não;35,6;não;0,0;não;;;12,05;não;65,7;não;;;;;;;;;;;
17/09/2020;17,82;não;25,64;não;33,46;não;0,0;não;;;14,44;não;74,12;não;;;;;;;;;;;
16/09/2020;16,45;não;22,69;não;28,93;não;0,0;não;;;35,89;não;77,78;não;;;;;;;;;;;
15/09/2020;17,97;não;25,92;não;33,87;não;0,0;não;;;23,29;não;82,5;não;;;;;;;;;;;
14/09/2020;18,21;não;26,63;não;35,05;não;0,0;não;;;23,47;não;61,49;não;;;;;;;;;;;
13/09/2020;19,52;não;27,84;não;36,15;não;0,0;não;;;21,33;não;58,73;não;;;;;;;;;;;
12/09/2020;20,48;não;27,85;não;35,21;não;0,0;não;;;22,75;não;74,09;não;;;;;;;;;;;
11/09/2020;18,47;não;26,92;não;35,36;não;0,0;não;;;21,88;não;86,7;não;;;;;;;;;;;
10/09/2020;18,08;não;26,15;não;34,21;não;0,0;não;;;22,56;não;87,1;não;;;;;;;;;;;
09/09/2020;17,46;não;25,36;não;33,25;não;0,0;não;;;23,59;não;89,9;não;;;;;;;;;;;
08/09/2020;16,69;não;24,9;não;33,1;não;0,0;não;;;25,49;não;90,7;não;;;;;;;;;;;
07/09/2020;16,75;não;24,7;não;32,65;não;0,0;não;;;23,53;não;88,7;não;;;;;;;;;;;
06/09/2020;16,9;não;25,58;não;34,25;não;0,0;não;;;20,85;não;86,1;não;;;;;;;;;;;
05/09/2020;16,32;não;25,13;não;33,93;não;0,0;não;;;24,05;não;88,2;não;;;;;;;;;;;
04/09/2020;16,33;não;23,73;não;31,12;não;0,76;não;;;29,29;não;71,81;não;;;;;;;;;;;
03/09/2020;17,33;não;23,73;não;30,13;não;0,0;não;12;16;29,03;não;75,2;não;4,03;;;;;;;;;1,13;27,53
02/09/2020;16,55;não;23,01;não;29,46;não;0,0;não;11;15;36,12;não;78,2;não;3,85;;;;;;;;;1,12;28,66
01/09/2020;17,27;não;24,4;não;31,52;não;0,0;não;10;14;25,8;não;75,6;não;4,94;;;;;;;;;1,51;29,78
31/08/2020;16,73;não;24,69;não;32,64;não;0,0;não;9;13;17,88;não;76,3;não;5,3;;;;;;;;;1,71;31,29
30/08/2020;15,95;não;23,75;não;31,54;não;0,0;não;8;12;21,59;não;66,55;não;5,08;;;;;;;;;1,71;33,0
29/08/2020;15,08;não;23,17;não;31,25;não;0,0;não;7;11;19,01;não;70,4;não;5,08;;;;;;;;;1,81;34,71
28/08/2020;13,12;não;21,15;não;29,18;não;0,0;não;6;10;21,9;não;72,8;não;4,64;;;;;;;;;1,74;36,52
27/08/2020;10,17;não;18,86;não;27,54;não;0,0;não;5;9;13,58;não;76,5;não;3,89;;;;;;;;;1,52;38,26
26/08/2020;9,52;não;16,53;não;23,54;não;0,0;não;4;8;25,33;não;77,9;não;2,51;;;;;;;;;1,01;39,78
25/08/2020;10,27;não;17,14;não;24,01;não;0,0;não;3;7;16,88;não;77,2;não;2,57;;;;;;;;;1,06;40,79
24/08/2020;10,83;não;16,9;não;22,97;não;0,0;não;2;6;27,23;não;78,0;não;2,2;;;;;;;;;0,93;41,85
23/08/2020;9,82;não;14,66;não;19,49;não;0,0;não;1;5;45,67;não;76,1;não;1,39;;;;;;;;;0,6;42,78
22/08/2020;9,46;não;11,15;não;12,84;não;7,11;não;0;4;75,9;não;83,5;não;0,37;;;;;;;;;0,37;43,38
21/08/2020;12,88;não;17,12;não;21,35;não;0,0;não;2;3;57,61;não;78,9;não;1,58;;;;;;;;;0,58;36,64
20/08/2020;16,36;não;23,16;não;29,95;não;0,0;não;1;2;37,3;não;82,9;não;3,97;;;;;;;;;1,51;37,22
19/08/2020;15,54;não;18,14;não;20,74;não;6,1;não;0;1;66,95;não;84,8;não;1,24;;;;;;;;;1,24;38,73
18/08/2020;15,72;não;17,34;não;18,96;não;21,08;não;0;0;77,7;não;84,8;não;0,9;;;;;;;;;0,9;33,87
17/08/2020;16,12;não;19,87;não;23,61;não;6,1;não;0;50;53,99;não;83,7;não;1,86;;;;;;;;;1,86;13,69
16/08/2020;17,63;não;24,1;não;30,56;não;0,0;não;32;49;29,34;não;74,6;não;4,6;;;;;;;;;0,45;9,45
15/08/2020;17,21;não;24,46;não;31,7;não;0,0;não;31;48;25,12;não;67,57;não;5,0;;;;;;;;;0,51;9,9
14/08/2020;18,15;não;25,0;não;31,85;não;0,0;não;30;47;21,2;não;60,45;não;4,95;;;;;;;;;0,53;10,41
13/08/2020;15,51;não;23,14;não;30,76;não;0,0;não;29;46;18,88;não;58,14;não;4,89;;;;;;;;;0,54;10,94
12/08/2020;14,31;não;21,54;não;28,76;não;0,0;não;28;45;21,16;não;61,52;não;3,71;;;;;;;;;0,44;11,48
11/08/2020;13,23;não;20,68;não;28,12;não;0,0;não;27;44;18,67;não;64,52;não;3,59;;;;;;;;;0,43;11,92
10/08/2020;13,11;não;20,44;não;27,77;não;0,0;não;26;43;21,4;não;67,0;não;3,46;;;;;;;;;0,44;12,35
09/08/2020;13,85;não;20,89;não;27,92;não;0,0;não;25;42;21,57;não;64,23;não;3,42;;;;;;;;;0,44;12,79
08/08/2020;11,82;não;19,33;não;26,84;não;0,0;não;24;41;17,38;não;69,66;não;3,26;;;;;;;;;0,44;13,23
07/08/2020;11,39;não;19,35;não;27,3;não;0,0;não;23;40;19,13;não;73,3;não;3,48;;;;;;;;;0,49;13,67
06/08/2020;10,67;não;18,94;não;27,2;não;0,0;não;22;39;12,19;não;78,8;não;3,53;;;;;;;;;0,5;14,16
05/08/2020;11,51;não;19,17;não;26,82;não;0,0;não;21;38;19,68;não;77,3;não;3,28;;;;;;;;;0,49;14,66
04/08/2020;11,99;não;18,95;não;25,91;não;0,0;não;20;37;21,89;não;81,0;não;2,9;;;;;;;;;0,45;15,15
03/08/2020;11,63;não;19,42;não;27,2;não;0,0;não;19;36;24,86;não;82,2;não;3,39;;;;;;;;;0,54;15,6
02/08/2020;13,06;não;19,31;não;25,56;não;0,0;não;18;35;29,32;não;81,3;não;2,65;;;;;;;;;0,43;16,14
01/08/2020;12,85;não;19,57;não;26,28;não;0,0;não;17;34;36,33;não;81,7;não;2,91;;;;;;;;;0,49;16,57
31/07/2020;13,61;não;17,91;não;22,21;não;0,0;não;16;33;47,84;não;77,6;não;1,66;;;;;;;;;0,28;17,06
30/07/2020;14,49;não;20,29;não;26,08;não;0,0;não;15;32;39,7;não;76,6;não;2,65;;;;;;;;;0,47;17,34
29/07/2020;16,0;não;22,85;não;29,69;não;0,0;não;14;31;24,6;não;76,5;não;3,75;;;;;;;;;0,68;17,81
28/07/2020;14,51;não;21,72;não;28,92;não;0,0;não;13;30;25,77;não;75,8;não;3,64;;;;;;;;;0,69;18,49
27/07/2020;13,93;não;20,36;não;26,78;não;0,0;não;12;29;39,0;não;81,0;não;2,93;;;;;;;;;0,57;19,18
26/07/2020;14,3;não;21,52;não;28,73;não;0,0;não;11;28;22,2;não;78,0;não;3,58;;;;;;;;;0,72;19,75
25/07/2020;13,89;não;20,48;não;27,06;não;0,0;não;10;27;22,56;não;70,8;não;3,02;;;;;;;;;0,62;20,47
24/07/2020;13,91;não;21,13;não;28,34;não;0,0;não;9;26;25,55;não;74,0;não;3,47;;;;;;;;;0,75;21,09
23/07/2020;11,87;não;20,32;não;28,76;não;0,0;não;8;25;24,74;não;80,9;não;4,64;;;;;;;;;1,04;21,84
22/07/2020;11,76;não;19,78;não;27,8;não;0,0;não;7;24;27,32;não;80,9;não;3,53;;;;;;;;;0,82;22,88
21/07/2020;10,86;não;18,84;não;26,82;não;0,0;não;6;23;27,12;não;80,7;não;3,27;;;;;;;;;0,79;23,7
20/07/2020;12,0;não;19,23;não;26,46;não;0,0;não;5;22;30,88;não;74,9;não;3,01;;;;;;;;;0,74;24,49
19/07/2020;14,03;não;21,2;não;28,36;não;0,0;não;4;21;30,56;não;79,0;não;3,44;;;;;;;;;0,89;25,23
18/07/2020;14,67;não;21,15;não;27,62;não;0,0;não;3;20;35,42;não;79,9;não;3,09;;;;;;;;;0,82;26,12
17/07/2020;13,9;não;20,45;não;27,0;não;0,0;não;2;19;40,56;não;81,7;não;2,96;;;;;;;;;0,81;26,94
16/07/2020;13,56;não;18,99;não;24,41;não;0,0;não;1;18;48,13;não;81,0;não;2,19;;;;;;;;;0,61;27,75
15/07/2020;14,66;não;20,3;não;25,94;não;2,54;não;0;17;49,56;não;82,5;não;2,53;;;;;;;;;2,53;28,36
14/07/2020;15,62;não;22,52;não;29,42;não;0,0;não;5;16;30,73;não;72,6;não;3,62;;;;;;;;;1,04;28,35
13/07/2020;14,49;não;21,3;não;28,1;não;0,0;não;4;15;32,38;não;76,3;não;3,26;;;;;;;;;0,97;29,39
12/07/2020;14,76;não;21,31;não;27,86;não;0,0;não;3;14;29,92;não;78,7;não;3,14;;;;;;;;;0,97;30,36
11/07/2020;11,29;não;19,41;não;27,53;não;0,0;não;2;13;30,39;não;78,8;não;3,44;;;;;;;;;1,1;31,33
10/07/2020;11,04;não;17,93;não;24,82;não;0,25;não;1;12;23,99;não;83,1;não;2,55;;;;;;;;;1,0;32,43
09/07/2020;13,82;não;20,77;não;27,71;não;1,27;não;0;11;28,96;não;81,3;não;3,19;;;;;;;;;1,92;33,18
08/07/2020;13,75;não;21,31;não;28,87;não;0,0;não;6;10;26,91;não;80,7;não;3,62;;;;;;;;;1,24;33,83
07/07/2020;14,63;não;21,5;não;28,37;não;0,0;não;5;9;32,75;não;81,0;não;3,32;;;;;;;;;1,19;35,07
06/07/2020;14,12;não;21,04;não;27,96;não;0,0;não;4;8;29,12;não;80,6;não;3,24;;;;;;;;;1,19;36,26
05/07/2020;8,83;não;17,42;não;26,01;não;0,0;não;3;7;30,45;não;84,4;não;3,17;;;;;;;;;1,21;37,45
04/07/2020;8,01;não;14,8;não;21,59;não;0,0;não;2;6;29,08;não;84,5;não;1,91;;;;;;;;;0,74;38,66
03/07/2020;7,23;não;13,73;não;20,22;não;0,0;não;1;5;32,51;não;83,3;não;1,63;;;;;;;;;0,65;39,4
02/07/2020;6,75;não;13,71;não;20,67;não;3,3;não;0;4;42,22;não;83,3;não;1,78;;;;;;;;;1,78;40,05
01/07/2020;13,73;não;19,9;não;26,06;não;0,0;não;3;3;34,12;não;81,2;não;2,63;;;;;;;;;1,02;38,53
30/06/2020;13,37;não;18,96;não;24,55;não;0,0;não;2;2;38,8;não;82,2;não;2,22;;;;;;;;;0,89;39,55
29/06/2020;13,47;não;17,25;não;21,02;não;0,0;não;1;1;54,14;não;82,1;não;1,35;;;;;;;;;0,55;40,44
28/06/2020;11,77;não;14,46;não;17,15;não;14,73;não;0;0;75,8;não;85,1;não;0,76;;;;;;;;;0,76;40,99
27/06/2020;16,16;não;19,57;não;22,98;não;5,59;não;0;20;64,32;não;83,6;não;1,58;;;;;;;;;1,58;27,02
26/06/2020;15,0;sim;18,5;sim;22,0;sim;0,57;sim;16;19;;não;;não;1,44;;;;;;;;;0,77;23,01
25/06/2020;15,0;sim;20,5;sim;26,0;sim;0,14;sim;15;18;;não;;não;2,48;;;;;;;;;0,69;23,21
24/06/2020;11,0;sim;18,5;sim;26,0;sim;0,0;sim;14;17;;não;;não;2,9;;;;;;;;;0,7;23,76
23/06/2020;13,85;não;21,0;não;28,14;não;0,0;não;;;39,1;não;86,4;não;;;;;;;;;;;
22/06/2020;14,97;não;21,64;não;28,3;não;0,0;não;;;39,99;não;90,1;não;;;;;;;;;;;
21/06/2020;14,21;não;21,32;não;28,42;não;0,0;não;;;42,72;não;91,2;não;;;;;;;;;;;
20/06/2020;13,34;não;19,84;não;26,33;não;0,0;não;;;45,16;não;90,8;não;;;;;;;;;;;
19/06/2020;14,01;não;19,94;não;25,87;não;0,0;não;;;44,88;não;88,2;não;;;;;;;;;;;
18/06/2020;12,5;não;19,4;não;26,29;não;0,0;não;;;46,14;não;92,4;não;;;;;;;;;;;
17/06/2020;13,73;não;20,46;não;27,19;não;0,0;não;;;45,39;não;92,6;não;;;;;;;;;;;
16/06/2020;14,29;não;20,48;não;26,67;não;0,0;não;;;50,72;não;92,6;não;;;;;;;;;;;
15/06/2020;15,48;não;20,36;não;25,24;não;0,0;não;;;61,79;não;88,1;não;;;;;;;;;;;
14/06/2020;16,3;não;22,85;não;29,4;não;0,0;não;;;40,91;não;87,9;não;;;;;;;;;;;
13/06/2020;15,9;não;22,64;não;29,37;não;0,0;não;;;41,64;não;89,9;não;;;;;;;;;;;
12/06/2020;15,21;não;22,39;não;29,56;não;0,0;não;;;43,91;não;91,9;não;;;;;;;;;;;
11/06/2020;17,27;não;22,69;não;28,11;não;0,0;não;;;52,29;não;93,6;não;;;;;;;;;;;
10/06/2020;16,48;não;22,55;não;28,61;não;7,87;não;;;51,81;não;94,7;não;;;;;;;;;;;
09/06/2020;16,42;não;22,02;não;27,61;não;0,0;não;;;56,35;não;98,8;não;;;;;;;;;;;
08/06/2020;16,46;não;20,69;não;24,91;não;0,0;não;;;65,3;não;94,9;não;;;;;;;;;;;
07/06/2020;17,46;não;21,75;não;26,03;não;22,35;não;;;56,22;não;94,2;não;;;;;;;;;;;
06/06/2020;17,24;não;21,94;não;26,64;não;0,0;não;;;58,39;não;93,2;não;;;;;;;;;;;
05/06/2020;16,73;não;22,13;não;27,53;não;0,0;não;;;51,63;não;91,9;não;;;;;;;;;;;
04/06/2020;14,55;não;20,16;não;25,76;não;0,25;não;;;51,5;não;93,6;não;;;;;;;;;;;
03/06/2020;12,68;não;18,01;não;23,33;não;1,78;não;;;51,97;não;93,6;não;;;;;;;;;;;
02/06/2020;9,65;não;18,19;não;26,72;não;0,0;não;;;39,47;não;88,1;não;;;;;;;;;;;
01/06/2020;9,88;não;17,7;não;25,52;não;0,0;não;;;33,33;não;86,8;não;;;;;;;;;;;
31/05/2020;10,02;não;18,02;não;26,02;não;0,0;não;;;32,88;não;86,0;não;;;;;;;;;;;
30/05/2020;9,92;não;18,34;não;26,75;não;0,0;não;;;29,72;não;85,5;não;;;;;;;;;;;
29/05/2020;7,74;não;16,53;não;25,31;não;0,0;não;;;26,92;não;88,1;não;;;;;;;;;;;
28/05/2020;7,26;não;15,18;não;23,09;não;0,0;não;;;30,82;não;92,5;não;;;;;;;;;;;
27/05/2020;8,03;não;14,37;não;20,7;não;0,0;não;;;35,15;não;89,7;não;;;;;;;;;;;
26/05/2020;8,03;não;14,22;não;20,41;não;0,0;não;;;40,53;não;89,4;não;;;;;;;;;;;
25/05/2020;11,22;não;14,03;não;16,84;não;0,0;não;;;67,15;não;89,6;não;;;;;;;;;;;
24/05/2020;11,67;não;16,24;não;20,81;não;0,0;não;;;79,0;não;94,3;não;;;;;;;;;;;
23/05/2020;15,94;não;22,04;não;28,14;não;11,68;não;;;41,6;não;93,9;não;;;;;;;;;;;
22/05/2020;14,48;não;21,23;não;27,98;não;0,0;não;;;40,11;não;84,2;não;;;;;;;;;;;
21/05/2020;13,75;não;20,84;não;27,92;não;0,0;não;;;39,0;não;90,4;não;;;;;;;;;;;
20/05/2020;14,41;não;21,37;não;28,32;não;0,0;não;;;35,04;não;92,3;não;;;;;;;;;;;
19/05/2020;13,95;não;21,55;não;29,15;não;0,0;não;;;25,52;não;90,0;não;;;;;;;;;;;
18/05/2020;12,91;não;20,41;não;27,91;não;0,0;não;;;33,2;não;91,4;não;;;;;;;;;;;
17/05/2020;12,7;não;19,11;não;25,52;não;0,0;não;;;43,2;não;94,5;não;;;;;;;;;;;
16/05/2020;13,59;não;19,29;não;24,99;não;0,0;não;;;58,3;não;94,5;não;;;;;;;;;;;
