data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
10/03/2019;21,58;não;27,49;não;33,39;não;0,0;não;2;6;46,9;não;90,5;não;5,07;;;;;;;;;4,25;81,67
09/03/2019;20,38;não;25,98;não;31,58;não;0,0;não;1;5;53,39;não;92,8;não;4,64;;;;;;;;;4,08;85,92
08/03/2019;19,64;não;25,15;não;30,66;não;6,35;não;0;4;60,12;não;93,8;não;4,19;;;;;;;;;4,19;90,0
07/03/2019;20,21;não;26,23;não;32,24;não;0,0;não;3;3;49,61;não;92,7;não;4,86;;;;;;;;;4,38;87,84
06/03/2019;20,09;não;25,33;não;30,57;não;0,0;não;2;2;52,47;não;92,8;não;4,11;;;;;;;;;3,87;92,22
05/03/2019;19,36;não;24,7;não;30,04;não;0,0;não;1;1;54,43;não;93,3;não;3,99;;;;;;;;;3,91;96,09
04/03/2019;18,93;não;23,99;não;29,04;não;10,41;não;0;0;62,6;não;93,6;não;3,64;;;;;;;;;3,64;100,0
03/03/2019;18,5;não;23,06;não;27,62;não;7,37;não;0;2;71,5;não;94,0;não;3,14;;;;;;;;;3,14;100,0
02/03/2019;20,17;não;23,76;não;27,34;não;2,29;não;0;1;72,0;não;93,9;não;2,85;;;;;;;;;2,85;99,44
01/03/2019;19,81;não;21,75;não;23,69;não;20,07;não;0;0;88,4;não;95,0;não;1,76;;;;;;;;;1,76;100,0
28/02/2019;20,16;não;24,65;não;29,13;não;6,1;não;0;1;66,5;não;95,4;não;3,53;;;;;;;;;3,53;100,0
27/02/2019;18,43;não;22,78;não;27,13;não;19,81;não;0;0;69,27;não;95,2;não;3,0;;;;;;;;;3,0;100,0
26/02/2019;19,52;não;25,71;não;31,9;não;35,56;não;0;0;56,94;não;96,1;não;4,83;;;;;;;;;4,83;100,0
25/02/2019;20,46;não;26,67;não;32,88;não;0,0;não;1;9;39,73;não;93,8;não;5,03;;;;;;;;;4,0;77,45
24/02/2019;20,16;não;26,43;não;32,7;não;5,33;não;0;8;53,2;não;94,0;não;5,01;;;;;;;;;5,01;81,45
23/02/2019;18,7;não;24,85;não;31,0;não;9,14;não;0;7;55,99;não;95,9;não;4,63;;;;;;;;;4,63;81,13
22/02/2019;20,55;não;24,64;não;28,73;não;0,0;não;1;6;58,2;não;95,1;não;3,36;;;;;;;;;2,62;76,62
21/02/2019;19,91;não;24,57;não;29,23;não;6,1;não;0;5;61,63;não;95,2;não;3,66;;;;;;;;;3,66;79,24
20/02/2019;19,58;não;25,1;não;30,62;não;0,51;não;3;4;51,0;não;93,6;não;4,32;;;;;;;;;3,49;76,8
19/02/2019;20,32;não;24,51;não;28,7;não;0,0;não;2;3;64,12;não;95,3;não;3,4;;;;;;;;;2,76;79,78
18/02/2019;19,04;não;22,68;não;26,32;não;0,0;não;1;2;69,38;não;96,6;não;2,68;;;;;;;;;2,24;82,54
17/02/2019;19,29;não;21,07;não;22,84;não;5,08;não;0;1;88,4;não;96,7;não;1,63;;;;;;;;;1,63;84,78
16/02/2019;20,32;não;23,9;não;27,48;não;25,65;não;0;0;68,1;não;96,5;não;2,95;;;;;;;;;2,95;81,33
15/02/2019;18,74;não;23,19;não;27,64;não;0,0;não;1;8;60,84;não;93,5;não;3,22;;;;;;;;;1,91;58,63
14/02/2019;18,27;não;20,96;não;23,65;não;1,27;não;0;7;78,5;não;93,5;não;1,95;;;;;;;;;1,69;60,54
13/02/2019;20,62;não;24,92;não;29,21;não;5,59;não;0;6;62,63;não;95,4;não;3,6;;;;;;;;;3,6;60,96
12/02/2019;21,32;não;27,34;não;33,36;não;2,03;não;0;5;47,33;não;93,0;não;5,09;;;;;;;;;3,86;58,97
11/02/2019;21,52;não;27,44;não;33,36;não;0,0;não;4;4;41,69;não;87,8;não;5,07;;;;;;;;;3,16;60,8
10/02/2019;19,14;não;26,42;não;33,7;não;0,0;não;3;3;35,03;não;82,4;não;5,37;;;;;;;;;3,53;63,96
09/02/2019;18,69;não;25,23;não;31,76;não;0,0;não;2;2;39,93;não;89,3;não;4,87;;;;;;;;;3,37;67,49
08/02/2019;18,05;não;23,18;não;28,3;não;0,0;não;1;1;56,43;não;92,3;não;3,61;;;;;;;;;2,6;70,86
07/02/2019;15,71;não;19,22;não;22,72;não;24,38;não;0;0;86,9;não;95,8;não;1,95;;;;;;;;;1,95;73,46
06/02/2019;19,12;não;24,34;não;29,56;não;0,51;não;2;11;55,22;não;88,3;não;4,01;;;;;;;;;2,33;51,03
05/02/2019;17,74;não;22,9;não;28,05;não;0,0;não;1;10;62,72;não;89,2;não;3,57;;;;;;;;;1,92;52,85
04/02/2019;20,3;não;27,45;não;34,6;não;8,13;não;0;9;39,59;não;91,4;não;5,49;;;;;;;;;5,49;54,77
03/02/2019;22,55;não;29,62;não;36,69;não;0,0;não;8;8;32,53;não;87,1;não;5,77;;;;;;;;;3,09;52,13
02/02/2019;20,63;não;28,44;não;36,24;não;0,0;não;7;7;32,85;não;89,9;não;5,8;;;;;;;;;3,3;55,22
01/02/2019;20,63;não;28,58;não;36,53;não;0,0;não;6;6;31,42;não;75,1;não;5,85;;;;;;;;;3,53;58,52
31/01/2019;20,56;não;28,2;não;35,84;não;0,0;não;5;5;34,86;não;83,2;não;5,73;;;;;;;;;3,65;62,05
30/01/2019;21,0;não;28,14;não;35,27;não;0,25;não;4;4;39,21;não;86,2;não;5,59;;;;;;;;;3,86;65,7
29/01/2019;21,8;não;27,95;não;34,1;não;0,0;não;3;3;34,16;não;83,4;não;5,24;;;;;;;;;3,73;69,31
28/01/2019;20,41;não;25,47;não;30,53;não;0,51;não;2;2;50,87;não;90,5;não;4,31;;;;;;;;;3,34;73,04
27/01/2019;19,18;não;24,48;não;29,78;não;0,25;não;1;1;48,93;não;89,8;não;4,16;;;;;;;;;3,27;75,87
26/01/2019;16,99;não;23,7;não;30,4;não;16,51;não;0;0;57,8;não;94,9;não;4,62;;;;;;;;;4,62;78,89
25/01/2019;20,07;não;26,29;não;32,51;não;15,75;não;0;0;53,55;não;95,4;não;4,96;;;;;;;;;4,96;67,0
24/01/2019;19,5;não;27,17;não;34,83;não;8,64;não;0;15;43,11;não;94,1;não;5,6;;;;;;;;;5,6;56,21
23/01/2019;22,09;não;28,4;não;34,7;não;0,0;não;2;14;38,71;não;90,2;não;5,37;;;;;;;;;2,93;53,17
22/01/2019;21,76;não;28,07;não;34,37;não;0,0;não;1;13;41,61;não;89,2;não;5,32;;;;;;;;;3,07;56,1
21/01/2019;20,92;não;27,29;não;33,66;não;7,87;não;0;12;45,76;não;94,8;não;5,21;;;;;;;;;5,21;59,17
20/01/2019;22,01;não;27,93;não;33,85;não;0,0;não;11;11;44,78;não;89,5;não;5,16;;;;;;;;;2,99;56,51
19/01/2019;20,21;não;26,96;não;33,7;não;0,25;não;10;10;42,7;não;95,3;não;5,28;;;;;;;;;3,32;59,5
18/01/2019;21,99;não;27,59;não;33,18;não;0,0;não;9;9;40,71;não;87,0;não;4,97;;;;;;;;;3,19;62,57
17/01/2019;19,84;não;26,57;não;33,29;não;0,0;não;8;8;50,4;não;92,6;não;5,2;;;;;;;;;3,51;65,76
16/01/2019;21,61;não;27,87;não;34,13;não;0,0;não;7;7;43,77;não;85,9;não;5,27;;;;;;;;;3,75;69,27
15/01/2019;20,48;não;27,04;não;33,59;não;0,0;não;6;6;42,81;não;87,6;não;5,23;;;;;;;;;3,92;73,02
14/01/2019;20,17;não;26,73;não;33,28;não;0,0;não;5;5;40,58;não;92,1;não;5,17;;;;;;;;;4,08;76,94
13/01/2019;19,29;não;26,25;não;33,2;não;0,0;não;4;4;47,96;não;93,9;não;5,23;;;;;;;;;4,35;81,02
12/01/2019;20,8;não;27,41;não;34,01;não;0,0;não;3;3;40,03;não;88,4;não;5,31;;;;;;;;;4,65;85,37
11/01/2019;20,81;não;27,02;não;33,23;não;0,0;não;2;2;42,02;não;87,0;não;5,1;;;;;;;;;4,71;90,02
10/01/2019;21,36;não;27,98;não;34,6;não;0,0;não;1;1;41,3;não;90,9;não;5,41;;;;;;;;;5,27;94,73
09/01/2019;20,22;não;27,32;não;34,41;não;18,03;não;0;0;43,04;não;90,1;não;5,45;;;;;;;;;5,45;100,0
08/01/2019;20,45;não;26,96;não;33,46;não;1,52;não;0;3;45,07;não;92,3;não;5,19;;;;;;;;;5,12;96,4
07/01/2019;19,95;não;24,92;não;29,88;não;6,86;não;0;2;59,28;não;93,3;não;4,18;;;;;;;;;4,18;100,0
06/01/2019;20,04;não;22,51;não;24,97;não;4,57;não;0;1;83,2;não;95,7;não;2,27;;;;;;;;;2,27;100,0
05/01/2019;20,21;não;25,74;não;31,26;não;63,25;não;0;0;59,73;não;96,4;não;4,8;;;;;;;;;4,8;100,0
04/01/2019;20,59;não;26,71;não;32,82;não;45,97;não;0;0;51,14;não;96,0;não;5,0;;;;;;;;;5,0;74,0
03/01/2019;21,57;não;26,59;não;31,6;não;1,27;não;0;16;56,37;não;92,6;não;4,75;;;;;;;;;2,44;33,03
02/01/2019;20,05;não;25,5;não;30,94;não;1,02;não;0;15;56,53;não;93,9;não;4,68;;;;;;;;;2,29;34,2
01/01/2019;20,3;não;27,5;não;34,7;não;0,0;não;4;14;24,73;não;89,4;não;5,51;;;;;;;;;2,01;35,47
